"Notes"	"States"	"States Code"	"Disease"	"Disease Code"	"Year"	"Year Code"	Case Count
	"Minnesota"	"27"	"Spotted fever rickettsiosis, Total"	"10250"	"2018"	"2018"	17
	"Minnesota"	"27"	"Spotted fever rickettsiosis, Probable"	"10254"	"2016"	"2016"	6
	"Minnesota"	"27"	"Spotted fever rickettsiosis, Probable"	"10254"	"2017"	"2017"	13
	"Minnesota"	"27"	"Spotted fever rickettsiosis, Probable"	"10254"	"2018"	"2018"	17
	"Minnesota"	"27"	"Streptococcal toxic shock syndrome"	"11700"	"2017"	"2017"	11
	"Minnesota"	"27"	"Streptococcal toxic shock syndrome"	"11700"	"2018"	"2018"	11
	"Minnesota"	"27"	"Syphilis, Total, all stages"	"10399"	"2016"	"2016"	853
	"Minnesota"	"27"	"Syphilis, Total, all stages"	"10399"	"2017"	"2017"	934
	"Minnesota"	"27"	"Syphilis, Total, all stages"	"10399"	"2018"	"2018"	918
	"Minnesota"	"27"	"Syphilis, Congenital"	"10316"	"2016"	"2016"	7
	"Minnesota"	"27"	"Syphilis, Congenital"	"10316"	"2017"	"2017"	2
	"Minnesota"	"27"	"Syphilis, Congenital"	"10316"	"2018"	"2018"	10
	"Minnesota"	"27"	"Syphilis, Primary and secondary"	"10310"	"2016"	"2016"	306
	"Minnesota"	"27"	"Syphilis, Primary and secondary"	"10310"	"2017"	"2017"	292
	"Minnesota"	"27"	"Syphilis, Primary and secondary"	"10310"	"2018"	"2018"	292
	"Minnesota"	"27"	"Tetanus"	"10210"	"2017"	"2017"	1
	"Minnesota"	"27"	"Tetanus"	"10210"	"2018"	"2018"	1
	"Minnesota"	"27"	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2017"	"2017"	2
	"Minnesota"	"27"	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2018"	"2018"	3
	"Minnesota"	"27"	"Tuberculosis"	"10220"	"2016"	"2016"	168
	"Minnesota"	"27"	"Tuberculosis"	"10220"	"2017"	"2017"	178
	"Minnesota"	"27"	"Tuberculosis"	"10220"	"2018"	"2018"	172
	"Minnesota"	"27"	"Tularemia"	"10230"	"2016"	"2016"	3
	"Minnesota"	"27"	"Tularemia"	"10230"	"2017"	"2017"	6
	"Minnesota"	"27"	"Tularemia"	"10230"	"2018"	"2018"	2
	"Minnesota"	"27"	"Typhoid fever"	"10240"	"2016"	"2016"	11
	"Minnesota"	"27"	"Typhoid fever"	"10240"	"2017"	"2017"	7
	"Minnesota"	"27"	"Typhoid fever"	"10240"	"2018"	"2018"	4
	"Minnesota"	"27"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2016"	"2016"	2
	"Minnesota"	"27"	"Varicella morbidity"	"10030"	"2016"	"2016"	336
	"Minnesota"	"27"	"Varicella morbidity"	"10030"	"2017"	"2017"	432
	"Minnesota"	"27"	"Varicella morbidity"	"10030"	"2018"	"2018"	324
	"Minnesota"	"27"	"Vibriosis, Total"	"11545"	"2016"	"2016"	31
	"Minnesota"	"27"	"Vibriosis, Total"	"11545"	"2017"	"2017"	36
	"Minnesota"	"27"	"Vibriosis, Total"	"11545"	"2018"	"2018"	73
	"Minnesota"	"27"	"Vibriosis, Confirmed"	"50234"	"2016"	"2016"	21
	"Minnesota"	"27"	"Vibriosis, Confirmed"	"50234"	"2017"	"2017"	21
	"Minnesota"	"27"	"Vibriosis, Confirmed"	"50234"	"2018"	"2018"	40
	"Minnesota"	"27"	"Vibriosis, Probable"	"50235"	"2016"	"2016"	10
	"Minnesota"	"27"	"Vibriosis, Probable"	"50235"	"2017"	"2017"	15
	"Minnesota"	"27"	"Vibriosis, Probable"	"50235"	"2018"	"2018"	33
	"Minnesota"	"27"	"Zika virus, Zika virus disease, congenital"	"50224"	"2016"	"2016"	1
	"Minnesota"	"27"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2016"	"2016"	66
	"Minnesota"	"27"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2017"	"2017"	8
	"Minnesota"	"27"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2018"	"2018"	1
	"Minnesota"	"27"	"Zika virus, Zika virus infection, non-congenital"	"50221"	"2016"	"2016"	4
	"Minnesota"	"27"	"Zika virus, Zika virus infection, non-congenital"	"50221"	"2017"	"2017"	3
	"Minnesota"	"27"	"Zika virus, Zika virus infection, non-congenital"	"50221"	"2018"	"2018"	1
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2016"	"2016"	27
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2017"	"2017"	46
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2018"	"2018"	31
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2016"	"2016"	16
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2017"	"2017"	17
	"Mississippi"	"28"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2018"	"2018"	19
	"Mississippi"	"28"	"Botulism, Total"	"10360"	"2016"	"2016"	23
	"Mississippi"	"28"	"Botulism, Foodborne"	"10530"	"2016"	"2016"	18
	"Mississippi"	"28"	"Botulism, Infant"	"10540"	"2016"	"2016"	5
	"Mississippi"	"28"	"Brucellosis"	"10020"	"2016"	"2016"	1
	"Mississippi"	"28"	"Brucellosis"	"10020"	"2017"	"2017"	1
	"Mississippi"	"28"	"Campylobacteriosis"	"11020"	"2016"	"2016"	268
	"Mississippi"	"28"	"Campylobacteriosis"	"11020"	"2017"	"2017"	486
	"Mississippi"	"28"	"Campylobacteriosis"	"11020"	"2018"	"2018"	612
	"Mississippi"	"28"	"Chlamydia trachomatis infection"	"10274"	"2016"	"2016"	20112
	"Mississippi"	"28"	"Chlamydia trachomatis infection"	"10274"	"2017"	"2017"	21149
	"Mississippi"	"28"	"Chlamydia trachomatis infection"	"10274"	"2018"	"2018"	22086
	"Mississippi"	"28"	"Cryptosporidiosis, Total"	"11580"	"2016"	"2016"	47
	"Mississippi"	"28"	"Cryptosporidiosis, Total"	"11580"	"2017"	"2017"	62
	"Mississippi"	"28"	"Cryptosporidiosis, Total"	"11580"	"2018"	"2018"	98
	"Mississippi"	"28"	"Cryptosporidiosis, Confirmed"	"11582"	"2016"	"2016"	47
	"Mississippi"	"28"	"Cryptosporidiosis, Confirmed"	"11582"	"2017"	"2017"	62
	"Mississippi"	"28"	"Cryptosporidiosis, Confirmed"	"11582"	"2018"	"2018"	97
	"Mississippi"	"28"	"Cryptosporidiosis, Probable"	"11583"	"2018"	"2018"	1
	"Mississippi"	"28"	"Dengue virus infections, Dengue"	"10680"	"2017"	"2017"	2
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2018"	"2018"	4
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2016"	"2016"	9
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2017"	"2017"	15
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2018"	"2018"	13
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2018"	"2018"	1
	"Mississippi"	"28"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2017"	"2017"	4
	"Mississippi"	"28"	"Gonorrhea"	"10280"	"2016"	"2016"	7157
	"Mississippi"	"28"	"Gonorrhea"	"10280"	"2017"	"2017"	9258
	"Mississippi"	"28"	"Gonorrhea"	"10280"	"2018"	"2018"	9749
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2016"	"2016"	65
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2017"	"2017"	70
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2018"	"2018"	73
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b"	"10591"	"2016"	"2016"	1
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2016"	"2016"	8
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2017"	"2017"	5
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2018"	"2018"	9
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable"	"10592"	"2016"	"2016"	1
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2016"	"2016"	1
	"Mississippi"	"28"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2018"	"2018"	2
	"Mississippi"	"28"	"Hansen's disease"	"10380"	"2016"	"2016"	1
	"Mississippi"	"28"	"Hansen's disease"	"10380"	"2017"	"2017"	3
	"Mississippi"	"28"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2017"	"2017"	1
	"Mississippi"	"28"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2018"	"2018"	3
	"Mississippi"	"28"	"Hepatitis, A, acute"	"10110"	"2016"	"2016"	2
	"Mississippi"	"28"	"Hepatitis, A, acute"	"10110"	"2017"	"2017"	3
	"Mississippi"	"28"	"Hepatitis, A, acute"	"10110"	"2018"	"2018"	13
	"Mississippi"	"28"	"Hepatitis, B, acute"	"10100"	"2016"	"2016"	31
	"Mississippi"	"28"	"Hepatitis, B, acute"	"10100"	"2017"	"2017"	44
	"Mississippi"	"28"	"Hepatitis, B, acute"	"10100"	"2018"	"2018"	40
	"Mississippi"	"28"	"Hepatitis, B, perinatal infection"	"10104"	"2017"	"2017"	1
	"Mississippi"	"28"	"Human immunodeficiency virus diagnoses"	"10560"	"2016"	"2016"	390
	"Mississippi"	"28"	"Human immunodeficiency virus diagnoses"	"10560"	"2017"	"2017"	415
	"Mississippi"	"28"	"Human immunodeficiency virus diagnoses"	"10560"	"2018"	"2018"	453
	"Mississippi"	"28"	"Influenza-associated pediatric mortality"	"11061"	"2016"	"2016"	1
	"Mississippi"	"28"	"Influenza-associated pediatric mortality"	"11061"	"2017"	"2017"	2
	"Mississippi"	"28"	"Influenza-associated pediatric mortality"	"11061"	"2018"	"2018"	4
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages"	"11723"	"2016"	"2016"	276
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages"	"11723"	"2017"	"2017"	287
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages"	"11723"	"2018"	"2018"	291
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2016"	"2016"	276
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2017"	"2017"	286
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2018"	"2018"	291
	"Mississippi"	"28"	"Invasive pneumococcal disease, All ages, Probable"	"50231"	"2017"	"2017"	1
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2016"	"2016"	19
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2017"	"2017"	17
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2018"	"2018"	17
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2016"	"2016"	19
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2017"	"2017"	17
	"Mississippi"	"28"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2018"	"2018"	17
	"Mississippi"	"28"	"Legionellosis"	"10490"	"2016"	"2016"	32
	"Mississippi"	"28"	"Legionellosis"	"10490"	"2017"	"2017"	52
	"Mississippi"	"28"	"Legionellosis"	"10490"	"2018"	"2018"	41
	"Mississippi"	"28"	"Listeriosis, Total"	"10640"	"2016"	"2016"	6
	"Mississippi"	"28"	"Listeriosis, Total"	"10640"	"2017"	"2017"	7
	"Mississippi"	"28"	"Listeriosis, Total"	"10640"	"2018"	"2018"	6
	"Mississippi"	"28"	"Lyme disease, Total"	"11080"	"2016"	"2016"	1
	"Mississippi"	"28"	"Lyme disease, Total"	"11080"	"2017"	"2017"	1
	"Mississippi"	"28"	"Lyme disease, Total"	"11080"	"2018"	"2018"	4
	"Mississippi"	"28"	"Lyme disease, Confirmed"	"11081"	"2016"	"2016"	1
	"Mississippi"	"28"	"Lyme disease, Confirmed"	"11081"	"2017"	"2017"	1
	"Mississippi"	"28"	"Lyme disease, Confirmed"	"11081"	"2018"	"2018"	1
	"Mississippi"	"28"	"Lyme disease, Probable"	"11082"	"2018"	"2018"	3
	"Mississippi"	"28"	"Malaria"	"10130"	"2016"	"2016"	7
	"Mississippi"	"28"	"Malaria"	"10130"	"2017"	"2017"	6
	"Mississippi"	"28"	"Malaria"	"10130"	"2018"	"2018"	3
	"Mississippi"	"28"	"Meningococcal disease, All serogroups"	"10150"	"2017"	"2017"	2
	"Mississippi"	"28"	"Meningococcal disease, All serogroups"	"10150"	"2018"	"2018"	1
	"Mississippi"	"28"	"Meningococcal disease, Serogroups ACWY"	"10151"	"2018"	"2018"	1
	"Mississippi"	"28"	"Meningococcal disease, Serogroup B"	"10152"	"2017"	"2017"	2
	"Mississippi"	"28"	"Mumps"	"10180"	"2016"	"2016"	1
	"Mississippi"	"28"	"Mumps"	"10180"	"2017"	"2017"	26
	"Mississippi"	"28"	"Mumps"	"10180"	"2018"	"2018"	10
	"Mississippi"	"28"	"Pertussis"	"10190"	"2016"	"2016"	6
	"Mississippi"	"28"	"Pertussis"	"10190"	"2017"	"2017"	35
	"Mississippi"	"28"	"Pertussis"	"10190"	"2018"	"2018"	43
	"Mississippi"	"28"	"Rabies, Animal"	"10340"	"2016"	"2016"	3
	"Mississippi"	"28"	"Rabies, Animal"	"10340"	"2017"	"2017"	1
	"Mississippi"	"28"	"Rabies, Animal"	"10340"	"2018"	"2018"	5
	"Mississippi"	"28"	"Salmonellosis"	"11000"	"2016"	"2016"	1187
	"Mississippi"	"28"	"Salmonellosis"	"11000"	"2017"	"2017"	1096
	"Mississippi"	"28"	"Salmonellosis (excluding paratyphoid fever and typhoid fever)"	"50242"	"2018"	"2018"	1191
	"Mississippi"	"28"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2016"	"2016"	24
	"Mississippi"	"28"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2017"	"2017"	29
	"Mississippi"	"28"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2018"	"2018"	114
	"Mississippi"	"28"	"Shigellosis"	"11010"	"2016"	"2016"	81
	"Mississippi"	"28"	"Shigellosis"	"11010"	"2017"	"2017"	184
	"Mississippi"	"28"	"Shigellosis"	"11010"	"2018"	"2018"	284
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Total"	"10250"	"2016"	"2016"	111
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Total"	"10250"	"2017"	"2017"	170
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Total"	"10250"	"2018"	"2018"	154
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Confirmed"	"10253"	"2016"	"2016"	1
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Confirmed"	"10253"	"2018"	"2018"	2
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Probable"	"10254"	"2016"	"2016"	110
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Probable"	"10254"	"2017"	"2017"	170
	"Mississippi"	"28"	"Spotted fever rickettsiosis, Probable"	"10254"	"2018"	"2018"	152
	"Mississippi"	"28"	"Syphilis, Total, all stages"	"10399"	"2016"	"2016"	925
	"Mississippi"	"28"	"Syphilis, Total, all stages"	"10399"	"2017"	"2017"	937
	"Mississippi"	"28"	"Syphilis, Total, all stages"	"10399"	"2018"	"2018"	1454
	"Mississippi"	"28"	"Syphilis, Congenital"	"10316"	"2016"	"2016"	2
	"Mississippi"	"28"	"Syphilis, Congenital"	"10316"	"2017"	"2017"	1
	"Mississippi"	"28"	"Syphilis, Congenital"	"10316"	"2018"	"2018"	3
	"Mississippi"	"28"	"Syphilis, Primary and secondary"	"10310"	"2016"	"2016"	326
	"Mississippi"	"28"	"Syphilis, Primary and secondary"	"10310"	"2017"	"2017"	310
	"Mississippi"	"28"	"Syphilis, Primary and secondary"	"10310"	"2018"	"2018"	464
	"Mississippi"	"28"	"Tetanus"	"10210"	"2016"	"2016"	1
	"Mississippi"	"28"	"Tuberculosis"	"10220"	"2016"	"2016"	61
	"Mississippi"	"28"	"Tuberculosis"	"10220"	"2017"	"2017"	53
	"Mississippi"	"28"	"Tuberculosis"	"10220"	"2018"	"2018"	80
	"Mississippi"	"28"	"Typhoid fever"	"10240"	"2016"	"2016"	3
	"Mississippi"	"28"	"Typhoid fever"	"10240"	"2017"	"2017"	3
	"Mississippi"	"28"	"Typhoid fever"	"10240"	"2018"	"2018"	1
	"Mississippi"	"28"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2016"	"2016"	1
	"Mississippi"	"28"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2017"	"2017"	2
	"Mississippi"	"28"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2018"	"2018"	2
	"Mississippi"	"28"	"Varicella morbidity"	"10030"	"2016"	"2016"	9
	"Mississippi"	"28"	"Varicella morbidity"	"10030"	"2017"	"2017"	9
	"Mississippi"	"28"	"Varicella morbidity"	"10030"	"2018"	"2018"	41
	"Mississippi"	"28"	"Vibriosis, Total"	"11545"	"2016"	"2016"	8
	"Mississippi"	"28"	"Vibriosis, Total"	"11545"	"2017"	"2017"	18
	"Mississippi"	"28"	"Vibriosis, Total"	"11545"	"2018"	"2018"	34
	"Mississippi"	"28"	"Vibriosis, Confirmed"	"50234"	"2016"	"2016"	8
	"Mississippi"	"28"	"Vibriosis, Confirmed"	"50234"	"2017"	"2017"	17
	"Mississippi"	"28"	"Vibriosis, Confirmed"	"50234"	"2018"	"2018"	25
	"Mississippi"	"28"	"Vibriosis, Probable"	"50235"	"2017"	"2017"	1
	"Mississippi"	"28"	"Vibriosis, Probable"	"50235"	"2018"	"2018"	9
	"Mississippi"	"28"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2016"	"2016"	23
	"Mississippi"	"28"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2017"	"2017"	2
	"Missouri"	"29"	"Arboviral diseases, Chikungunya virus disease"	"10073"	"2016"	"2016"	1
	"Missouri"	"29"	"Arboviral diseases, Chikungunya virus disease"	"10073"	"2018"	"2018"	2
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2016"	"2016"	9
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2017"	"2017"	17
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2018"	"2018"	17
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2016"	"2016"	2
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2017"	"2017"	2
	"Missouri"	"29"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2018"	"2018"	6
	"Missouri"	"29"	"Babesiosis, Total"	"12010"	"2016"	"2016"	1
	"Missouri"	"29"	"Babesiosis, Confirmed"	"12011"	"2016"	"2016"	1
	"Missouri"	"29"	"Botulism, Total"	"10360"	"2018"	"2018"	2
	"Missouri"	"29"	"Botulism, Infant"	"10540"	"2018"	"2018"	2
	"Missouri"	"29"	"Brucellosis"	"10020"	"2016"	"2016"	1
	"Missouri"	"29"	"Brucellosis"	"10020"	"2017"	"2017"	2
	"Missouri"	"29"	"Brucellosis"	"10020"	"2018"	"2018"	3
	"Missouri"	"29"	"Campylobacteriosis"	"11020"	"2016"	"2016"	1371
	"Missouri"	"29"	"Campylobacteriosis"	"11020"	"2017"	"2017"	1480
	"Missouri"	"29"	"Campylobacteriosis"	"11020"	"2018"	"2018"	1448
	"Missouri"	"29"	"Chlamydia trachomatis infection"	"10274"	"2016"	"2016"	30843
	"Missouri"	"29"	"Chlamydia trachomatis infection"	"10274"	"2017"	"2017"	32683
	"Missouri"	"29"	"Chlamydia trachomatis infection"	"10274"	"2018"	"2018"	34728
	"Missouri"	"29"	"Coccidioidomycosis"	"11900"	"2016"	"2016"	20
	"Missouri"	"29"	"Coccidioidomycosis"	"11900"	"2017"	"2017"	22
	"Missouri"	"29"	"Coccidioidomycosis"	"11900"	"2018"	"2018"	26
	"Missouri"	"29"	"Cryptosporidiosis, Total"	"11580"	"2016"	"2016"	420
	"Missouri"	"29"	"Cryptosporidiosis, Total"	"11580"	"2017"	"2017"	332
	"Missouri"	"29"	"Cryptosporidiosis, Total"	"11580"	"2018"	"2018"	351
	"Missouri"	"29"	"Cryptosporidiosis, Confirmed"	"11582"	"2016"	"2016"	279
	"Missouri"	"29"	"Cryptosporidiosis, Confirmed"	"11582"	"2017"	"2017"	265
	"Missouri"	"29"	"Cryptosporidiosis, Confirmed"	"11582"	"2018"	"2018"	265
	"Missouri"	"29"	"Cryptosporidiosis, Probable"	"11583"	"2016"	"2016"	141
	"Missouri"	"29"	"Cryptosporidiosis, Probable"	"11583"	"2017"	"2017"	67
	"Missouri"	"29"	"Cryptosporidiosis, Probable"	"11583"	"2018"	"2018"	86
	"Missouri"	"29"	"Cyclosporiasis"	"11575"	"2016"	"2016"	23
	"Missouri"	"29"	"Cyclosporiasis"	"11575"	"2017"	"2017"	25
	"Missouri"	"29"	"Cyclosporiasis"	"11575"	"2018"	"2018"	111
	"Missouri"	"29"	"Dengue virus infections, Dengue"	"10680"	"2016"	"2016"	13
	"Missouri"	"29"	"Dengue virus infections, Dengue"	"10680"	"2017"	"2017"	1
	"Missouri"	"29"	"Dengue virus infections, Dengue"	"10680"	"2018"	"2018"	1
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2016"	"2016"	13
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2017"	"2017"	12
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2018"	"2018"	16
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2016"	"2016"	223
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2017"	"2017"	299
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2018"	"2018"	334
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2016"	"2016"	8
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2017"	"2017"	20
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2018"	"2018"	13
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2016"	"2016"	8
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2017"	"2017"	14
	"Missouri"	"29"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2018"	"2018"	13
	"Missouri"	"29"	"Giardiasis"	"11570"	"2016"	"2016"	337
	"Missouri"	"29"	"Giardiasis"	"11570"	"2017"	"2017"	242
	"Missouri"	"29"	"Giardiasis"	"11570"	"2018"	"2018"	255
	"Missouri"	"29"	"Gonorrhea"	"10280"	"2016"	"2016"	11479
	"Missouri"	"29"	"Gonorrhea"	"10280"	"2017"	"2017"	13086
	"Missouri"	"29"	"Gonorrhea"	"10280"	"2018"	"2018"	15090
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2016"	"2016"	150
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2017"	"2017"	128
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2018"	"2018"	165
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2016"	"2016"	8
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2017"	"2017"	18
	"Missouri"	"29"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2018"	"2018"	15
	"Missouri"	"29"	"Hansen's disease"	"10380"	"2016"	"2016"	1
	"Missouri"	"29"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2016"	"2016"	17
	"Missouri"	"29"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2017"	"2017"	12
	"Missouri"	"29"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2018"	"2018"	8
	"Missouri"	"29"	"Hepatitis, A, acute"	"10110"	"2016"	"2016"	16
	"Missouri"	"29"	"Hepatitis, A, acute"	"10110"	"2017"	"2017"	27
	"Missouri"	"29"	"Hepatitis, A, acute"	"10110"	"2018"	"2018"	243
	"Missouri"	"29"	"Hepatitis, B, acute"	"10100"	"2016"	"2016"	40
	"Missouri"	"29"	"Hepatitis, B, acute"	"10100"	"2017"	"2017"	31
	"Missouri"	"29"	"Hepatitis, B, acute"	"10100"	"2018"	"2018"	18
	"Missouri"	"29"	"Hepatitis, C, acute"	"10101"	"2016"	"2016"	24
	"Missouri"	"29"	"Hepatitis, C, acute"	"10101"	"2017"	"2017"	49
	"Missouri"	"29"	"Hepatitis, C, acute"	"10101"	"2018"	"2018"	74
	"Missouri"	"29"	"Hepatitis, C, acute, Confirmed"	"50228"	"2017"	"2017"	49
	"Missouri"	"29"	"Hepatitis, C, acute, Confirmed"	"50228"	"2018"	"2018"	74
	"Missouri"	"29"	"Human immunodeficiency virus diagnoses"	"10560"	"2016"	"2016"	504
	"Missouri"	"29"	"Human immunodeficiency virus diagnoses"	"10560"	"2017"	"2017"	481
	"Missouri"	"29"	"Human immunodeficiency virus diagnoses"	"10560"	"2018"	"2018"	422
	"Missouri"	"29"	"Influenza-associated pediatric mortality"	"11061"	"2017"	"2017"	3
	"Missouri"	"29"	"Influenza-associated pediatric mortality"	"11061"	"2018"	"2018"	1
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages"	"11723"	"2016"	"2016"	207
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages"	"11723"	"2017"	"2017"	611
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages"	"11723"	"2018"	"2018"	706
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2016"	"2016"	204
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2017"	"2017"	593
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2018"	"2018"	662
	"Missouri"	"29"	"Invasive pneumococcal disease, All ages, Probable"	"50231"	"2016"	"2016"	3
